well_tag_number,drilling_method_code
101944,AIR_ROTARY
101945,AIR_ROTARY
101946,AIR_ROTARY
101947,AIR_ROTARY
101948,AIR_ROTARY
101949,AIR_ROTARY
101951,AIR_ROTARY
101953,AIR_ROTARY
101954,CABLE_TOOL
101956,AIR_ROTARY
101957,AIR_ROTARY
101958,AIR_ROTARY
101959,AIR_ROTARY
101960,AIR_ROTARY
101961,CABLE_TOOL
101963,AIR_ROTARY
101964,CABLE_TOOL
101965,AIR_ROTARY
101966,CABLE_TOOL
101967,AIR_ROTARY
101968,AIR_ROTARY
101969,AIR_ROTARY
101970,AIR_ROTARY
101971,AIR_ROTARY
101972,AIR_ROTARY
101973,AIR_ROTARY
101974,AIR_ROTARY
101976,CABLE_TOOL
101978,AIR_ROTARY
101979,AIR_ROTARY
101980,CABLE_TOOL
101981,AIR_ROTARY
101982,CABLE_TOOL
101983,CABLE_TOOL
101984,AIR_ROTARY
101985,CABLE_TOOL
101986,AIR_ROTARY
101987,AIR_ROTARY
101988,AIR_ROTARY
101989,AIR_ROTARY
101990,AIR_ROTARY
101991,AIR_ROTARY
101992,OTHER
101994,AIR_ROTARY
101995,AIR_ROTARY
101996,AIR_ROTARY
101997,CABLE_TOOL
101998,CABLE_TOOL
101999,CABLE_TOOL
102002,AIR_ROTARY
102003,AIR_ROTARY
102004,AIR_ROTARY
102005,AIR_ROTARY
102006,AIR_ROTARY
102007,AIR_ROTARY
102008,AIR_ROTARY
102010,AIR_ROTARY
102011,AIR_ROTARY
102012,AIR_ROTARY
102013,AIR_ROTARY
102014,AIR_ROTARY
102015,AIR_ROTARY
102016,AIR_ROTARY
102017,AIR_ROTARY
102018,AIR_ROTARY
102019,AIR_ROTARY
102020,AIR_ROTARY
102021,AIR_ROTARY
102022,AIR_ROTARY
102023,AIR_ROTARY
102024,AIR_ROTARY
102025,AIR_ROTARY
102026,AIR_ROTARY
102027,AIR_ROTARY
102028,AIR_ROTARY
102029,AIR_ROTARY
102030,AIR_ROTARY
102031,AIR_ROTARY
102032,AIR_ROTARY
102033,AIR_ROTARY
102034,AIR_ROTARY
102035,AIR_ROTARY
102036,AIR_ROTARY
102037,AIR_ROTARY
102038,AIR_ROTARY
102039,AIR_ROTARY
102040,AIR_ROTARY
102041,AIR_ROTARY
102042,AIR_ROTARY
102043,AIR_ROTARY
102044,AIR_ROTARY
102045,AIR_ROTARY
102046,AIR_ROTARY
102047,AIR_ROTARY
102048,AIR_ROTARY
102049,AIR_ROTARY
102050,AIR_ROTARY
102051,AIR_ROTARY
102052,AIR_ROTARY
102053,AIR_ROTARY
102054,AIR_ROTARY
102055,AIR_ROTARY
102056,AIR_ROTARY
102057,AIR_ROTARY
102058,AIR_ROTARY
102059,AIR_ROTARY
102060,AIR_ROTARY
102061,AIR_ROTARY
102062,AIR_ROTARY
102063,AIR_ROTARY
102064,AIR_ROTARY
102065,AIR_ROTARY
102066,AIR_ROTARY
102067,AIR_ROTARY
102068,AIR_ROTARY
102069,AIR_ROTARY
102070,AIR_ROTARY
102071,AIR_ROTARY
102072,AIR_ROTARY
102073,AIR_ROTARY
102074,AIR_ROTARY
102075,AIR_ROTARY
102076,AIR_ROTARY
102077,AIR_ROTARY
102078,AIR_ROTARY
102079,AIR_ROTARY
102080,AIR_ROTARY
102081,AIR_ROTARY
102082,AIR_ROTARY
102084,AIR_ROTARY
102085,AIR_ROTARY
102086,AIR_ROTARY
102087,AIR_ROTARY
102088,AIR_ROTARY
102089,AIR_ROTARY
102090,AIR_ROTARY
102091,AIR_ROTARY
102092,AIR_ROTARY
102093,AIR_ROTARY
102094,AIR_ROTARY
102095,AIR_ROTARY
102096,AIR_ROTARY
102097,AIR_ROTARY
102099,AIR_ROTARY
102100,AIR_ROTARY
102101,AIR_ROTARY
102102,AIR_ROTARY
102103,AIR_ROTARY
102104,AIR_ROTARY
102105,AIR_ROTARY
102107,AIR_ROTARY
102108,AIR_ROTARY
102109,AIR_ROTARY
102110,AIR_ROTARY
102111,AIR_ROTARY
102112,AIR_ROTARY
102113,AIR_ROTARY
102115,EXCAVATING
102118,EXCAVATING
102120,AIR_ROTARY
102121,AIR_ROTARY
102123,CABLE_TOOL
102124,CABLE_TOOL
102125,CABLE_TOOL
102126,CABLE_TOOL
102127,CABLE_TOOL
102130,AIR_ROTARY
102132,OTHER
102133,CABLE_TOOL
102138,EXCAVATING
102141,DUO_ROTARY
102142,DUO_ROTARY
102143,AIR_ROTARY
102144,DUO_ROTARY
102145,AIR_ROTARY
102146,AIR_ROTARY
102147,CABLE_TOOL
102148,AIR_ROTARY
102149,AIR_ROTARY
102153,AIR_ROTARY
102154,AIR_ROTARY
102155,AIR_ROTARY
102156,AIR_ROTARY
102157,AIR_ROTARY
102158,AIR_ROTARY
102159,AIR_ROTARY
102160,AIR_ROTARY
102161,AIR_ROTARY
102162,AIR_ROTARY
102163,AIR_ROTARY
102164,AIR_ROTARY
102165,AIR_ROTARY
102166,AIR_ROTARY
102167,AIR_ROTARY
102168,AIR_ROTARY
102169,AIR_ROTARY
102171,AIR_ROTARY
102172,AIR_ROTARY
102173,AIR_ROTARY
102174,DUO_ROTARY
102175,AIR_ROTARY
102176,AIR_ROTARY
102177,AIR_ROTARY
102179,AIR_ROTARY
102180,AIR_ROTARY
102181,AIR_ROTARY
102182,AIR_ROTARY
102183,AIR_ROTARY
102184,AIR_ROTARY
102185,AIR_ROTARY
102189,AIR_ROTARY
102190,AIR_ROTARY
102196,DUO_ROTARY
102197,DUO_ROTARY
102198,AIR_ROTARY
102199,AIR_ROTARY
102200,AIR_ROTARY
102201,AIR_ROTARY
102202,DUO_ROTARY
102203,DUO_ROTARY
102204,AIR_ROTARY
102206,AIR_ROTARY
102207,DUO_ROTARY
102208,CABLE_TOOL
102209,AIR_ROTARY
102210,AIR_ROTARY
102211,AIR_ROTARY
102212,AIR_ROTARY
102213,AIR_ROTARY
102214,AIR_ROTARY
102215,AIR_ROTARY
102216,AIR_ROTARY
102217,AIR_ROTARY
102218,AIR_ROTARY
102219,AIR_ROTARY
102220,AIR_ROTARY
102221,AIR_ROTARY
102222,AIR_ROTARY
102223,AIR_ROTARY
102224,AIR_ROTARY
102225,AIR_ROTARY
102226,AIR_ROTARY
102227,AIR_ROTARY
102228,AIR_ROTARY
102229,DUO_ROTARY
102230,AIR_ROTARY
102231,AIR_ROTARY
102232,AIR_ROTARY
102233,AIR_ROTARY
102236,AIR_ROTARY
102237,AIR_ROTARY
102238,AIR_ROTARY
102239,AIR_ROTARY
102240,AIR_ROTARY
102241,AIR_ROTARY
102242,AIR_ROTARY
102243,AIR_ROTARY
102244,AIR_ROTARY
102247,DUO_ROTARY
102254,AIR_ROTARY
102255,AIR_ROTARY
102258,AIR_ROTARY
102259,AIR_ROTARY
102260,AIR_ROTARY
102261,AIR_ROTARY
102262,AIR_ROTARY
102263,AIR_ROTARY
102264,AIR_ROTARY
102265,AIR_ROTARY
102266,AIR_ROTARY
102268,AIR_ROTARY
102269,AIR_ROTARY
102270,CABLE_TOOL
102271,CABLE_TOOL
102274,AIR_ROTARY
102276,EXCAVATING
102277,AIR_ROTARY
102278,AIR_ROTARY
102279,AIR_ROTARY
102280,AIR_ROTARY
102281,AIR_ROTARY
102282,AIR_ROTARY
102283,AIR_ROTARY
102284,AIR_ROTARY
102285,AIR_ROTARY
102286,AIR_ROTARY
102287,AIR_ROTARY
102288,AIR_ROTARY
102289,AIR_ROTARY
102290,AIR_ROTARY
102291,AIR_ROTARY
102292,AIR_ROTARY
102293,AIR_ROTARY
102294,DUO_ROTARY
102295,DUO_ROTARY
102296,DUO_ROTARY
102297,AIR_ROTARY
102298,AIR_ROTARY
102299,AIR_ROTARY
102300,AIR_ROTARY
102301,AIR_ROTARY
102302,AIR_ROTARY
102303,CABLE_TOOL
102304,CABLE_TOOL
102305,AIR_ROTARY
102306,AIR_ROTARY
102307,AIR_ROTARY
102308,AIR_ROTARY
102309,AIR_ROTARY
102310,AIR_ROTARY
102311,AIR_ROTARY
102312,AIR_ROTARY
102313,AIR_ROTARY
102314,AIR_ROTARY
102316,AIR_ROTARY
102317,AIR_ROTARY
102319,AIR_ROTARY
102320,CABLE_TOOL
102321,AIR_ROTARY
102322,AIR_ROTARY
102323,AIR_ROTARY
102324,AIR_ROTARY
102325,AIR_ROTARY
102326,AIR_ROTARY
102327,AIR_ROTARY
102328,AIR_ROTARY
102329,AIR_ROTARY
102330,AIR_ROTARY
102331,AIR_ROTARY
102332,AIR_ROTARY
102333,AIR_ROTARY
102334,AIR_ROTARY
102335,DUO_ROTARY
102336,DUO_ROTARY
102337,DUO_ROTARY
102338,AIR_ROTARY
102339,AIR_ROTARY
102340,AIR_ROTARY
102341,AIR_ROTARY
102342,AIR_ROTARY
102343,AIR_ROTARY
102344,AIR_ROTARY
102345,AIR_ROTARY
102346,AIR_ROTARY
102347,AIR_ROTARY
102348,AIR_ROTARY
102349,AIR_ROTARY
102350,AIR_ROTARY
102351,AIR_ROTARY
102352,AIR_ROTARY
102353,AIR_ROTARY
102354,AIR_ROTARY
102355,AIR_ROTARY
102356,AIR_ROTARY
102357,AIR_ROTARY
102358,AIR_ROTARY
102359,AIR_ROTARY
102360,AIR_ROTARY
102361,AIR_ROTARY
102362,AIR_ROTARY
102363,AIR_ROTARY
102364,AIR_ROTARY
102365,AIR_ROTARY
102366,AIR_ROTARY
102367,AIR_ROTARY
102368,AIR_ROTARY
102370,OTHER
102371,AIR_ROTARY
102372,AIR_ROTARY
102374,CABLE_TOOL
102375,AIR_ROTARY
102376,AIR_ROTARY
102377,AIR_ROTARY
102378,AIR_ROTARY
102379,AIR_ROTARY
102380,AIR_ROTARY
102381,AIR_ROTARY
102382,AIR_ROTARY
102385,AIR_ROTARY
102389,CABLE_TOOL
102390,CABLE_TOOL
102392,AIR_ROTARY
102394,AIR_ROTARY
102395,AIR_ROTARY
102400,AIR_ROTARY
102402,AIR_ROTARY
102405,EXCAVATING
102408,AIR_ROTARY
102409,AIR_ROTARY
102410,CABLE_TOOL
102411,CABLE_TOOL
102412,CABLE_TOOL
102413,AIR_ROTARY
102421,AIR_ROTARY
102423,AIR_ROTARY
102427,AIR_ROTARY
102435,AIR_ROTARY
102436,AIR_ROTARY
102437,AIR_ROTARY
102443,CABLE_TOOL
102446,AIR_ROTARY
102448,AIR_ROTARY
102449,AIR_ROTARY
102450,AIR_ROTARY
102453,AIR_ROTARY
102454,AIR_ROTARY
102455,AIR_ROTARY
102456,AIR_ROTARY
102457,AIR_ROTARY
102458,AIR_ROTARY
102459,AIR_ROTARY
102460,AIR_ROTARY
102461,AIR_ROTARY
102462,OTHER
102463,AIR_ROTARY
102464,AIR_ROTARY
102465,AIR_ROTARY
102466,AIR_ROTARY
102467,AIR_ROTARY
102468,AIR_ROTARY
102469,AIR_ROTARY
102470,AIR_ROTARY
102471,CABLE_TOOL
102472,CABLE_TOOL
102473,CABLE_TOOL
102474,CABLE_TOOL
102477,CABLE_TOOL
102478,CABLE_TOOL
102479,CABLE_TOOL
102480,CABLE_TOOL
102481,AIR_ROTARY
102483,CABLE_TOOL
102484,CABLE_TOOL
102485,AIR_ROTARY
102486,CABLE_TOOL
102489,AIR_ROTARY
102490,EXCAVATING
102491,CABLE_TOOL
102492,AIR_ROTARY
102494,CABLE_TOOL
102495,AIR_ROTARY
102497,CABLE_TOOL
102498,CABLE_TOOL
102500,AIR_ROTARY
102502,AIR_ROTARY
102503,CABLE_TOOL
102504,AIR_ROTARY
102505,CABLE_TOOL
102506,CABLE_TOOL
102507,AIR_ROTARY
102508,CABLE_TOOL
102509,CABLE_TOOL
102510,AIR_ROTARY
102511,CABLE_TOOL
102512,AIR_ROTARY
102513,AIR_ROTARY
102514,AIR_ROTARY
102515,AIR_ROTARY
102516,AIR_ROTARY
102517,AIR_ROTARY
102518,AIR_ROTARY
102519,MUD_ROTARY
102520,AIR_ROTARY
102521,MUD_ROTARY
102522,AIR_ROTARY
102523,AIR_ROTARY
102524,AIR_ROTARY
102525,AIR_ROTARY
102526,AIR_ROTARY
102527,AIR_ROTARY
102528,AIR_ROTARY
102530,AIR_ROTARY
102531,AIR_ROTARY
102532,AIR_ROTARY
102533,AIR_ROTARY
102534,AIR_ROTARY
102535,AIR_ROTARY
102536,AIR_ROTARY
102538,AIR_ROTARY
102541,AIR_ROTARY
102542,AIR_ROTARY
102543,AIR_ROTARY
102545,AIR_ROTARY
102547,CABLE_TOOL
102548,AIR_ROTARY
102549,AIR_ROTARY
102550,AIR_ROTARY
102551,AIR_ROTARY
102552,AIR_ROTARY
102553,AIR_ROTARY
102554,AIR_ROTARY
102555,CABLE_TOOL
102557,AIR_ROTARY
102559,AIR_ROTARY
102560,AIR_ROTARY
102561,AIR_ROTARY
102562,AUGER
102563,AIR_ROTARY
102564,AIR_ROTARY
102565,AIR_ROTARY
102566,AIR_ROTARY
102568,AIR_ROTARY
102570,AIR_ROTARY
102571,AIR_ROTARY
102572,AIR_ROTARY
102573,AIR_ROTARY
102574,AIR_ROTARY
102575,AIR_ROTARY
102576,AIR_ROTARY
102577,AIR_ROTARY
102578,AIR_ROTARY
102579,AIR_ROTARY
102580,AIR_ROTARY
102581,AIR_ROTARY
102582,AIR_ROTARY
102583,AIR_ROTARY
102584,AIR_ROTARY
102585,AIR_ROTARY
102586,CABLE_TOOL
102587,AIR_ROTARY
102588,AIR_ROTARY
102589,AIR_ROTARY
102590,AIR_ROTARY
102591,AIR_ROTARY
102592,AIR_ROTARY
102593,AIR_ROTARY
102594,AIR_ROTARY
102595,AIR_ROTARY
102596,AIR_ROTARY
102597,AIR_ROTARY
102598,AIR_ROTARY
102599,CABLE_TOOL
102600,CABLE_TOOL
102601,AIR_ROTARY
102602,CABLE_TOOL
102603,CABLE_TOOL
102604,AIR_ROTARY
102605,CABLE_TOOL
102606,CABLE_TOOL
102607,AIR_ROTARY
102608,AIR_ROTARY
102609,AIR_ROTARY
102610,AIR_ROTARY
102611,AIR_ROTARY
102612,AIR_ROTARY
102613,CABLE_TOOL
102614,AIR_ROTARY
102615,AIR_ROTARY
102616,AIR_ROTARY
102617,AIR_ROTARY
102618,AIR_ROTARY
102619,AIR_ROTARY
102620,AIR_ROTARY
102621,AIR_ROTARY
102622,AIR_ROTARY
102623,AIR_ROTARY
102624,AIR_ROTARY
102625,AIR_ROTARY
102626,AIR_ROTARY
102627,AIR_ROTARY
102628,AIR_ROTARY
102629,CABLE_TOOL
102630,AIR_ROTARY
102631,AIR_ROTARY
102632,AIR_ROTARY
102633,AIR_ROTARY
102634,AIR_ROTARY
102635,AIR_ROTARY
102636,AIR_ROTARY
102637,AIR_ROTARY
102638,AIR_ROTARY
102639,AIR_ROTARY
102641,AIR_ROTARY
102642,AIR_ROTARY
102643,AIR_ROTARY
102644,CABLE_TOOL
102645,AIR_ROTARY
102646,AIR_ROTARY
102647,AIR_ROTARY
102648,AIR_ROTARY
102649,AIR_ROTARY
102650,AIR_ROTARY
102651,AIR_ROTARY
102652,AIR_ROTARY
102653,AIR_ROTARY
102654,DUO_ROTARY
102655,CABLE_TOOL
102656,AIR_ROTARY
102657,AIR_ROTARY
102658,CABLE_TOOL
102659,AIR_ROTARY
102660,AIR_ROTARY
102661,AIR_ROTARY
102662,AIR_ROTARY
102663,AIR_ROTARY
102664,AIR_ROTARY
102665,CABLE_TOOL
102666,AIR_ROTARY
102667,AIR_ROTARY
102668,CABLE_TOOL
102669,AIR_ROTARY
102670,AIR_ROTARY
102671,AIR_ROTARY
102672,CABLE_TOOL
102673,CABLE_TOOL
102674,AIR_ROTARY
102675,AIR_ROTARY
102676,AIR_ROTARY
102677,AIR_ROTARY
102678,AIR_ROTARY
102679,AIR_ROTARY
102680,AIR_ROTARY
102681,AIR_ROTARY
102682,AIR_ROTARY
102684,AIR_ROTARY
102685,AIR_ROTARY
102686,AIR_ROTARY
102687,AIR_ROTARY
102688,CABLE_TOOL
102689,AIR_ROTARY
102690,AIR_ROTARY
102691,AIR_ROTARY
102692,AIR_ROTARY
102693,AIR_ROTARY
102694,AIR_ROTARY
102695,AIR_ROTARY
102696,CABLE_TOOL
102697,AIR_ROTARY
102698,CABLE_TOOL
102699,CABLE_TOOL
102700,AIR_ROTARY
102701,AIR_ROTARY
102702,CABLE_TOOL
102703,AIR_ROTARY
102704,AIR_ROTARY
102705,AIR_ROTARY
102706,AIR_ROTARY
102707,AIR_ROTARY
102708,AIR_ROTARY
102709,AIR_ROTARY
102710,AIR_ROTARY
102711,AIR_ROTARY
102712,AIR_ROTARY
102713,AIR_ROTARY
102715,AIR_ROTARY
102716,AIR_ROTARY
102717,AIR_ROTARY
102718,AIR_ROTARY
102719,CABLE_TOOL
102720,AIR_ROTARY
102721,AIR_ROTARY
102722,AIR_ROTARY
102723,AIR_ROTARY
102724,AIR_ROTARY
102725,AIR_ROTARY
102726,AIR_ROTARY
102727,AIR_ROTARY
102728,AIR_ROTARY
102729,AIR_ROTARY
102730,CABLE_TOOL
102731,CABLE_TOOL
102732,AIR_ROTARY
102733,AIR_ROTARY
102734,AIR_ROTARY
102735,AIR_ROTARY
102736,AIR_ROTARY
102738,AIR_ROTARY
102739,AUGER
102740,AIR_ROTARY
102741,AIR_ROTARY
102742,AIR_ROTARY
102743,AIR_ROTARY
102744,AIR_ROTARY
102745,AIR_ROTARY
102746,AIR_ROTARY
102747,AIR_ROTARY
102748,AIR_ROTARY
102749,AIR_ROTARY
102750,AIR_ROTARY
102751,AIR_ROTARY
102752,AIR_ROTARY
102753,AIR_ROTARY
102754,AIR_ROTARY
102755,AIR_ROTARY
102756,CABLE_TOOL
102757,AIR_ROTARY
102758,AIR_ROTARY
102759,AIR_ROTARY
102760,AIR_ROTARY
102761,AIR_ROTARY
102762,AIR_ROTARY
102763,CABLE_TOOL
102764,AIR_ROTARY
102765,CABLE_TOOL
102766,AIR_ROTARY
102767,AIR_ROTARY
102768,AUGER
102769,AIR_ROTARY
102770,AIR_ROTARY
102771,AIR_ROTARY
102772,AIR_ROTARY
102773,AIR_ROTARY
102774,AIR_ROTARY
102775,AIR_ROTARY
102776,AIR_ROTARY
102777,AIR_ROTARY
102778,AIR_ROTARY
102779,AIR_ROTARY
102780,AIR_ROTARY
102781,CABLE_TOOL
102782,AIR_ROTARY
102783,AIR_ROTARY
102784,AIR_ROTARY
102785,AIR_ROTARY
102786,AIR_ROTARY
102787,AUGER
102789,AIR_ROTARY
102790,AIR_ROTARY
102791,AIR_ROTARY
102792,CABLE_TOOL
102793,AIR_ROTARY
102794,AIR_ROTARY
102795,AIR_ROTARY
102796,AIR_ROTARY
102797,CABLE_TOOL
102798,AIR_ROTARY
102799,AIR_ROTARY
102800,AIR_ROTARY
102801,AIR_ROTARY
102802,AIR_ROTARY
102803,AIR_ROTARY
102804,AIR_ROTARY
102805,AIR_ROTARY
102806,AIR_ROTARY
102807,AIR_ROTARY
102808,AIR_ROTARY
102810,AIR_ROTARY
102811,AIR_ROTARY
102812,AIR_ROTARY
102813,AIR_ROTARY
102814,AIR_ROTARY
102815,AIR_ROTARY
102816,AIR_ROTARY
102817,AIR_ROTARY
102818,AIR_ROTARY
102819,AIR_ROTARY
102820,AIR_ROTARY
102821,AIR_ROTARY
102822,AIR_ROTARY
102823,AIR_ROTARY
102824,AIR_ROTARY
102825,AIR_ROTARY
102826,AIR_ROTARY
102827,AIR_ROTARY
102828,AIR_ROTARY
102829,AIR_ROTARY
102830,AIR_ROTARY
102831,AIR_ROTARY
102832,AIR_ROTARY
102833,AIR_ROTARY
102834,AIR_ROTARY
102835,AUGER
102836,AIR_ROTARY
102837,AIR_ROTARY
102838,CABLE_TOOL
102839,CABLE_TOOL
102840,AIR_ROTARY
102841,AIR_ROTARY
102842,AIR_ROTARY
102843,AIR_ROTARY
102844,AIR_ROTARY
102845,AIR_ROTARY
102846,AIR_ROTARY
102847,AIR_ROTARY
102848,CABLE_TOOL
102849,AIR_ROTARY
102850,AIR_ROTARY
102851,AIR_ROTARY
102852,CABLE_TOOL
102853,CABLE_TOOL
102854,AIR_ROTARY
102855,CABLE_TOOL
102856,AIR_ROTARY
102857,AIR_ROTARY
102858,CABLE_TOOL
102859,AIR_ROTARY
102860,AIR_ROTARY
102861,CABLE_TOOL
102862,AIR_ROTARY
102863,AIR_ROTARY
102865,AIR_ROTARY
102866,CABLE_TOOL
102867,AIR_ROTARY
102868,AIR_ROTARY
102869,AIR_ROTARY
102870,AIR_ROTARY
102871,AIR_ROTARY
102872,AIR_ROTARY
102873,CABLE_TOOL
102874,AIR_ROTARY
102875,AIR_ROTARY
102876,AIR_ROTARY
102877,AIR_ROTARY
102878,CABLE_TOOL
102879,AIR_ROTARY
102880,CABLE_TOOL
102881,CABLE_TOOL
102882,CABLE_TOOL
102883,AIR_ROTARY
102884,CABLE_TOOL
102885,AIR_ROTARY
102886,AIR_ROTARY
102887,CABLE_TOOL
102888,AIR_ROTARY
102889,AIR_ROTARY
102890,AIR_ROTARY
102892,AIR_ROTARY
102893,AIR_ROTARY
102894,AIR_ROTARY
102895,AIR_ROTARY
102896,AIR_ROTARY
102897,AIR_ROTARY
102898,AIR_ROTARY
102900,CABLE_TOOL
102901,AIR_ROTARY
102902,CABLE_TOOL
102903,AIR_ROTARY
102904,CABLE_TOOL
102905,AIR_ROTARY
102906,AIR_ROTARY
102907,AIR_ROTARY
102908,AIR_ROTARY
102909,AIR_ROTARY
102910,AIR_ROTARY
102911,AIR_ROTARY
102912,AIR_ROTARY
102913,AIR_ROTARY
102914,AIR_ROTARY
102915,CABLE_TOOL
102916,CABLE_TOOL
102917,AIR_ROTARY
102918,AIR_ROTARY
102919,AIR_ROTARY
102920,CABLE_TOOL
102921,AIR_ROTARY
102922,CABLE_TOOL
102923,AIR_ROTARY
102924,OTHER
102925,OTHER
102926,AIR_ROTARY
102927,AIR_ROTARY
102928,AIR_ROTARY
102945,UNK
102947,OTHER
103011,EXCAVATING
103012,EXCAVATING
103013,EXCAVATING
103014,EXCAVATING
103015,EXCAVATING
103016,EXCAVATING
103020,CABLE_TOOL
103023,CABLE_TOOL
103026,AIR_ROTARY
103027,CABLE_TOOL
103028,EXCAVATING
103029,EXCAVATING
103034,EXCAVATING
103044,AIR_ROTARY
103045,AIR_ROTARY
103046,EXCAVATING
103047,DUO_ROTARY
103048,AIR_ROTARY
103049,DUO_ROTARY
103050,AIR_ROTARY
103051,AIR_ROTARY
103052,DUO_ROTARY
103054,DUO_ROTARY
103055,DUO_ROTARY
103056,AIR_ROTARY
103057,AIR_ROTARY
103059,AIR_ROTARY
103060,AIR_ROTARY
103061,AIR_ROTARY
103062,AIR_ROTARY
103063,AIR_ROTARY
103064,AIR_ROTARY
103065,AIR_ROTARY
103066,AIR_ROTARY
103067,AIR_ROTARY
103068,AIR_ROTARY
103069,AIR_ROTARY
103070,CABLE_TOOL
103071,AIR_ROTARY
103072,DUO_ROTARY
103073,CABLE_TOOL
103076,EXCAVATING
103077,DUO_ROTARY
103078,DUO_ROTARY
103079,DUO_ROTARY
103080,DUO_ROTARY
103081,DUO_ROTARY
103082,DUO_ROTARY
103083,DUO_ROTARY
103084,DUO_ROTARY
103085,DUO_ROTARY
103086,DUO_ROTARY
103087,DUO_ROTARY
103088,DUO_ROTARY
103089,DUO_ROTARY
103090,DRIVING
103091,DRIVING
103092,AIR_ROTARY
103093,DUO_ROTARY
103094,DRIVING
103095,AIR_ROTARY
103096,DRIVING
103097,DRIVING
103098,DRIVING
103099,DUO_ROTARY
103100,AIR_ROTARY
103101,AIR_ROTARY
103102,DUO_ROTARY
103103,AIR_ROTARY
103104,DUO_ROTARY
103105,AIR_ROTARY
103106,AIR_ROTARY
103107,DRIVING
103108,AIR_ROTARY
103109,DUO_ROTARY
103110,DRIVING
103111,DRIVING
103112,CABLE_TOOL
103113,DRIVING
103115,DRIVING
103116,DRIVING
103117,AIR_ROTARY
103118,DRIVING
103119,DRIVING
103120,DRIVING
103121,AIR_ROTARY
103122,AIR_ROTARY
103123,AIR_ROTARY
103124,AIR_ROTARY
103125,AIR_ROTARY
103126,DUO_ROTARY
103127,DUO_ROTARY
103128,DUO_ROTARY
103129,DUO_ROTARY
103130,DUO_ROTARY
103131,DRIVING
103132,DUO_ROTARY
103133,DRIVING
103134,DUO_ROTARY
103135,DRIVING
103136,AIR_ROTARY
103137,DRIVING
103138,DUO_ROTARY
103139,DUO_ROTARY
103140,AIR_ROTARY
103141,AIR_ROTARY
103142,DUO_ROTARY
103143,DUO_ROTARY
103144,DUO_ROTARY
103145,AIR_ROTARY
103146,DUO_ROTARY
103147,AIR_ROTARY
103148,DUO_ROTARY
103150,DUO_ROTARY
103151,DUO_ROTARY
103152,AIR_ROTARY
103153,DRIVING
103154,AIR_ROTARY
103155,DUO_ROTARY
103156,DUO_ROTARY
103157,DRIVING
103158,AIR_ROTARY
103159,AIR_ROTARY
103160,DUO_ROTARY
103161,DRIVING
103162,AIR_ROTARY
103163,DRIVING
103164,DUO_ROTARY
103165,DUO_ROTARY
103166,DRIVING
103167,AIR_ROTARY
103168,AIR_ROTARY
103169,DRIVING
103170,DUO_ROTARY
103171,AIR_ROTARY
103172,DRIVING
103173,AIR_ROTARY
103174,DUO_ROTARY
103175,DUO_ROTARY
103176,DRIVING
103177,AIR_ROTARY
103178,DUO_ROTARY
103179,DRIVING
103180,DUO_ROTARY
103181,AIR_ROTARY
103182,AIR_ROTARY
103183,DRIVING
103184,DUO_ROTARY
103185,DUO_ROTARY
103186,AIR_ROTARY
103187,DUO_ROTARY
103188,AIR_ROTARY
103189,AIR_ROTARY
103190,DUO_ROTARY
103191,DUO_ROTARY
103192,DUO_ROTARY
103193,AIR_ROTARY
103194,AIR_ROTARY
103195,DUO_ROTARY
103196,DUO_ROTARY
103197,DUO_ROTARY
103198,AIR_ROTARY
103199,DUO_ROTARY
103200,AIR_ROTARY
103201,DUO_ROTARY
103202,AIR_ROTARY
103203,AIR_ROTARY
103204,DUO_ROTARY
103205,DUO_ROTARY
103206,DUO_ROTARY
103207,AIR_ROTARY
103208,AIR_ROTARY
103209,DRIVING
103210,DRIVING
103211,AIR_ROTARY
103212,AIR_ROTARY
103213,DRIVING
103214,AIR_ROTARY
103215,DRIVING
103216,AIR_ROTARY
103217,DRIVING
103218,AIR_ROTARY
103220,AIR_ROTARY
103221,AIR_ROTARY
103222,AIR_ROTARY
103223,DRIVING
103224,DRIVING
103225,AIR_ROTARY
103226,DRIVING
103227,AIR_ROTARY
103228,AIR_ROTARY
103229,DRIVING
103230,AIR_ROTARY
103231,AIR_ROTARY
103232,AIR_ROTARY
103233,AIR_ROTARY
103234,AIR_ROTARY
103235,AIR_ROTARY
103236,AIR_ROTARY
103237,AIR_ROTARY
103238,AIR_ROTARY
103239,AIR_ROTARY
103240,AIR_ROTARY
103241,AIR_ROTARY
103242,DUO_ROTARY
103243,AIR_ROTARY
103244,DRIVING
103245,AIR_ROTARY
103246,DRIVING
103247,DUO_ROTARY
103248,AIR_ROTARY
103249,DRIVING
103250,DRIVING
103251,DUO_ROTARY
103252,DRIVING
103253,DRIVING
103254,AIR_ROTARY
103255,DRIVING
103256,DRIVING
103257,AIR_ROTARY
103259,AIR_ROTARY
103260,DUO_ROTARY
103261,DRIVING
103262,AIR_ROTARY
103263,DRIVING
103264,DRIVING
103265,AIR_ROTARY
103267,DUO_ROTARY
103268,DUO_ROTARY
103269,AIR_ROTARY
103270,DUO_ROTARY
103271,AIR_ROTARY
103272,AIR_ROTARY
103273,DUO_ROTARY
103274,DUO_ROTARY
103275,AIR_ROTARY
103276,DUO_ROTARY
103277,DUO_ROTARY
103278,AIR_ROTARY
103279,AIR_ROTARY
103280,DUO_ROTARY
103281,AIR_ROTARY
103282,DUO_ROTARY
103283,DUO_ROTARY
